,S. No.,Message_body,Label
30,,_! Your _ _ _ for <_ no> _ 800 _ - redeemed S. I. _. _. Call _ Identifier Code: 42049 Expires 26 / 10 / 04,Spam
31,,_ _ in 2 a weekly _ for a _ to win an ipod. _ _ to 80182 to get entry (_ _ rate) _ & _ ' s apply 08452810073 for details 18 +,Spam
32,,_ the _ Video _? 750 _ any _ mins? Half _ line rental? Reply or call _ for delivery _,Spam
33,,_ £ 350 _ - Todays Voda numbers _ _ are selected to _ a _ _ award. If you have a _ please call _ quoting claim _ 3100 standard rates app,Spam
34,,"Goal! Arsenal _ (_, 7 _ Liverpool 2 Henry scores with a simple shot from 6 _ from a _ by Bergkamp to _ _ a 2 goal _ after _ _.",Spam
35,,_! _ 2003 Account Statement for shows _ _ - _ _. I. _. points. Call 08718738002 _ Code: 48922 Expires 21 / _ / _,Spam
36,,Free video camera phones with Half Price _ rental for _ _ and _ _ _ mins _ _. Call _ 08001950382 or Call2OptOut / 674,Spam
37,,XMAS _ & _ _ _ £ 500 CD gift _ & free entry 2 _ £ 100 weekly draw txt _ to 87066 TnC www. _. _,Spam
38,,_ only! Had your _ 11mths +? _ are _ to _ to the _ _ _ _ for _! Call The Mobile Update Co FREE on 08002986906,Spam
39,,URGENT! Your _ number has been _ with a _ 2000 prize GUARANTEED. _ _ from _ line. Claim _. _ 12hrs only _,Spam
40,,_! _ Mobile _ has been awarded with a _ 2000 prize _. _ _ from land _. Claim 3030. _ 12hrs only 150ppm,Spam
41,,_ _ our _ service _ on 0800 169 6031 between 10am - _ as you have _ a guaranteed £ _ cash or £ _ _!,Spam
42,,"_ _ its Chloe, how _ u? _ was _ on saturday night, it was _! How was your weekend? _ been _ me? SP _. _ Text stop to stop 150p / text",Spam
43,,5p _ alfie Moon ' s Children in _ song on ur mob. _ ur m8s. _ _ _ to 8007 for Nokias or Poly charity for _: _ 08701417012 _ _ charity.,Spam
44,,_ r a winner U _ been specially selected 2 receive _ 1000 cash or a 4 * holiday (_ inc) _ to a live _ _ _ 0871277810710p / _ (_ ),Spam
45,,ASKED 3MOBILE IF 0870 CHATLINES INCLU _ FREE _. INDIA _ SERVs _ YES. L8ER GOT _ BILL. 3 _ GIV A SHIT. BAILIFF _ IN DAYS. I _ £ 250 3 WANT _ _,Spam
46,,You have 1 new _. _ 0207 - _ - _,Spam
47,,_ (_ / M) is _ you to be his friend. _ YES - 762 or _ - _ See him: _. SMS. ac / u / _ STOP? Send STOP _ to _,Spam
48,,"_ FROM O2: _ get 2. 50 pounds free _ credit and _ of great _ _ _ _ this text with your valid _, _ no and postcode",Spam
49,,"_ to _, an O2 service with added _. _ can now _ our specially _ _ _ from your _ by dialling 402.",Spam
50,,"_ VE _! _ 4 * _ Del Sol _ or £ _ _ _. _ 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost £ 1. _ / pm, Max10mins",Spam
51,,CDs _: Congratulations _ _ _ 500 of _ gift vouchers or £ 125 gift _ & _ _ _ 100 wkly draw xt MUSIC to 87066 TnCs www. _. com1win150ppmx3age16,Spam
52,,Natalja (25 / _) is inviting you to be her friend. _ _ - 440 or NO - 440 See her: _. SMS. _ / _ / _ _? _ _ FRND to 62468,Spam
53,,_ the most sparkling shopping breaks from _ per person; _ _ 2025050 or _ www. shortbreaks. _. _,Spam
54,,* FREE * _ _ _ SUPER to 87131 to get your _ POLY _ of the week now! 16 _ PoBox202 _ 7ZS _ _,Spam
55,,FREE for 1st _! _ Nokia tone _ _ mobile every week just _ _ to 8077 Get txting and _ ur _. _. getzed. co. uk POBox 36504 W45WQ 16 + norm150p / _,Spam
56,,Call Germany for only _ _ per minute! Call from a _ line via _ _ 0844 861 _ 85. _ _. _ access! _. telediscount. co. uk,Spam
57,,_ a _ 200 _ spree every _ _ NOW. _ _ text STORE to 88039. _. TsCs08714740323 1Winawk! _ £ 1. 50perweeksub.,Spam
58,,"_ this is _, we will be _ you a _ _ _ in a couple of _, which will give you an _ to all the _ _. ..",Spam
59,,_ 0776xxxxxxx U ' ve been _ to _. _ is our final _ to _ _! _ _ to 86688 150p / MsgrcvdHG / _ / 2Lands / Row / W1J6HL LDN 18yrs,Spam
60,,* * _ _ * * Thanks for _ the _ Subscription Service. _. 150p / MSGRCVD 2 _ an _ txt _. _ Unsubscribe _ STOP CustomerCare 08718726270,Spam
61,,"_ is the 2nd time we have _ 2 contact _. _ have won the _ _ prize. 2 claim is easy, call 08712101358 _! Only 10p _ _. BT - _ - rate",Spam
62,,"Urgent - call 09066649731from _. Your _ _ * Ibiza _ or £ 10, _ cash await _ _ T & Cs _ _ 434 SK3 8WP _ 18 +",Spam
63,,_ _ _ _ Colin Farrell in SWAT this wkend @ Warner _ & get 1 free _. Popcorn! _ show msg + ticket @ kiosk. Valid 4 - _ / _. C t & c @ kiosk. Reply SONY 4 mre film _,Spam
64,,"_, the SEXYCHAT girls are _ for you to text them. _ now for a _ _ _. _ STOP to _ this _",Spam
65,,_ Out Choose Your _ _ @ sms. _. netUN _ fgkslpo,Spam
66,,_ _ numbers _ with 4882 are _ to a receive a £ _ _. If your number matches call 09064019014 to receive your _ _ _.,Spam
67,,Marvel Mobile Play the _ Ultimate _ - _ game (_ _. 50) on ur mobile right now. Text SPIDER to _ for the game & we ll _ _ a _ 8Ball _,Spam
68,,"Spook up your _ with a _ collection of a _ & _ _ _ a _ eerie tone, _ CARD SPOOK to 8007 zed _ per _ / pic",Spam
69,,"_ _ Lions England tone, reply _ 4 mono or lionp 4 _. _ more go 2 www. ringtones. _. uk, the _ n best. _ _ network _ rates apply.",Spam
70,,YOU _ _! As a valued _ customer our _ has _ YOU to _ a £ 150 prize. _ collect is _. _ call 09061743386,Spam
71,,"Got what it _ 2 take part in the WRC Rally in Oz? _ can with _ Energy! _ _ LE to 61200 (25p ), _ packs or lucozade. _. _ / _ & itcould be _!",Spam
72,,"_ _. Get _ Golf _ FREE from the O2 Games Arcade. _ _ _ games settings. _ POST, then save & _. Press 0 key for _. Termsapply",Spam
73,,"_ News! _ _ toilet stolen, _ have _ to go on!",Spam
74,,_! Your _ Account _ for shows _ un - _ _. I. M. _. _ 08718738001 Identifier Code: _ Expires 26 / _ / 04,Spam
75,,_ _! _ _ date now! 0871750. _. _! _ - national rate 10p / _ only from landlines!,Spam
76,,_ / / _. widelive. com / _. wml? _ = 820554ad0a1705572711 & _ = true _ C _ Ringtone _,Spam
77,,Ur cash - _ is _ _ pounds - to maximize _ _ - in now _ _ to 86688 only 150p / meg. CC: 08718720201 _ / _ / 2lands Row / _,Spam
78,,URGENT This is our _ attempt to _ U. Your _ 900 _ from _ is still awaiting _. _ claim CALL _ 09061702893,Spam
79,,_ Space _ 4 a chance _ win _ Arcade Game _. Press 0 for Games Arcade (std _ charge) See o2. co. uk / _ 4 _ + settings. _ _,Spam
80,,_ you know is _ to _ you _ our dating service! _ find out who it _ be _ from your _ or landline 09064015307 _,Spam
81,,_ the official ENGLAND poly ringtone or colour flag on _ _ for tonights game! _ TONE or FLAG to 84199. Optout _ ENG _ Box39822 _ _ _. _,Spam
82,,_ have _ a guaranteed _ 1000 cash or a _ 2000 _. To claim _ _ call our _ service _ on 08714712412 between 10am - 7pm Cost _,Spam
83,,"YOU VE WON! _ _ * _ _ _ Holiday or £ _ _ collection. _ 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, _, Cost _ 1. 50 / pm, Max10mins",Spam
84,,Dear _ _ Have your _ _ on us. Use the _ link on your _ _ _ a 2 4 _ dining experiencehttp: / / _. vouch4me. com / etlp / dining. asp,Spam
85,,_ (_ / F) is inviting you to be her friend. _ YES - 910 or NO - _. See her: _. _. ac / u / _ STOP? Send _ _ to _,Spam
86,,Do you want a New _ _ _ phone _? With 300 free _ to any mobile + 100 free texts + _ Camcorder _ or _ _.,Spam
87,,_ are awarded a _ Digital _! call 09061221061 from landline. Delivery within _. _ Cs _. M221BP. 2yr _. _. _. p p £ _. 99,Spam
88,,_ 4 your continued _ Your _ this week will enter u in2 our draw _ £ _ _. _ the NEW _ _? txt ans to 80082,Spam
89,,_ your garden _ for _ with a FREE selection of _ bulbs and seeds worth _ 33: 50 only with _ _ this _. To stop _ _. co. uk,Spam
90,,A _ _ XMAS _ IS WAITING _ YOU! _ _ has _ picked you from our loyal mobile _ to receive a £ 400 reward. _ call _,Spam
91,,"_ _ from _, MUST GO! Txt: NOKIA to No: 89545 & _ yours today! From ONLY _ _. www. _ - _. biz 2optout 087187262701. _ / _ TXTAUCTION.",Spam
92,,URGENT _ are trying to _ you _ _ draw shows _ have won a £ _ prize GUARANTEED _ _ Claim code K52 Valid 12hrs _ pm,Spam
93,,I ' d _ to tell you my _ _ fantasies. Call me 09094646631 just _ / _. To _ _ _ _ (nat rate ),Spam
94,,December only! Had your mobile _ +? _ are entitled to update to the _ colour _ _ for Free! _ _ _ _ _ FREE on 08002986906,Spam
95,,"_ is the _ attempt to contract U, you have won this _ _ _ of either £ _ _ or _ _ prize. Just call 09066361921",Spam
96,,Urgent! Please _ 09061213237 from a landline. £ _ _ or a _ * holiday _ _. T & Cs _ _ _ _ M227XY. 16 +,Spam
97,,We _ to _ you re your reply to our offer of a _ _ 750 _ any network mins _ Price Line Rental _ Reply or _ _,Spam
98,,"_> _ the _ to _ a _ Pink Panther game, the _ no. _ from Sugababes, a crazy _ animation or a badass _ wallpaper - all 4 _!",Spam
99,,Our _ indicate _ _ entitled to 5000 _ in compensation for the Accident you had. _ claim _ _ reply with _ to this msg. _ _ txt STOP,Spam
100,,"u _ subscribed 2 _ 250 wkly comp. 1st _? s free _ follows, subsequent _ _ @ _ / msg. _ unsubscribe txt STOP _ 84128, _ 08712405020",Spam
101,,_ your garden _ for summer with a FREE _ of summer bulbs and seeds _ £ 33: 50 only with _ _ this _. _ _ go2 notxt. co. _,Spam
102,,_ calling! Would your little ones _ a _ from Santa Xmas Eve? _ _ to book you _. _. 50ppm last 3mins _ T & C _. _. com,Spam
103,,"URGENT! _ _ _ 07808726822 was awarded a £ _, 000 Bonus _ _ on 02 / 09 / 03! This is our 2nd _ to _ YOU! Call 0871 - 872 - _ _",Spam
104,,"_ entry to the _ _ comp _ a chance to win the latest _ 8800, PSP or £ _ cash _ wk. _ _ to 80878 http / / _. gr8prizes. com 08715705022",Spam
105,,PRIVATE! Your _ Account Statement for shows 800 _ - _ _. I. _. _. Call _ _ _: _ Expires 13 / 10 / 04,Spam
106,,_ AUCTION - A BRAND NEW Nokia 7250 is up _ _ _! Auction is _ _ join & _ part! Txt _ to _ now!,Spam
107,,"ou are _ the latest Nokia Phone, a _ _ MP3 player or a _ _ prize! Txt _: COLLECT to _: 83355! _ _ 150p / _",Spam
108,,Great News! _ _ _ to claim your guaranteed _ 1000 _ or £ 2000 gift. Speak to a _ _ _!,Spam
109,,"URGENT! You have won a 1 week _ _ in our _ 100, 000 _ Jackpot! Txt the _: _ to _: _ _ & C www. dbuk. net LCCLTD _ 4403LDNW1A7RW18",Spam
110,,_ 09095350301 and send our girls into _ _. _ 60p / min. To stop _ _ 08712460324 (_ _ ),Spam
111,,"Had your _ 10 mths? _ to the latest Camera / Video _ for FREE. _ _ _ NUMBER, Get _ free _ / _. Text _ for a call",Spam
112,,"If you don ' t, your prize will _ to _ _. _ & C at www. t - c. biz 18 + 150p / min _ Ltd _ 373 _ _ _ Please _ back if busy",Spam
113,,_ can donate £ _. 50 to _ ' s _ Tsunami disaster _ _ by texting _ to _. £ 2. _ will be _ to your next bill,Spam
114,,Txt: CALL to No: 86888 & _ your reward of _ hours _ _ to use from your phone now! _ / _ _ _ 16 stop? txtStop _. _. tv,Spam
115,,_ msg is for your _ content _ It has been _ as _ attempt _ due to _ error Queries to customersqueries @ _. _. com,Spam
116,,_: i have had _ of these. Only _ after i _ a _ to _ _ radio _ week. _ connection do you think or _?,Spam
117,,_. _. uk (Get _ of cash this weekend!) _. _. _. uk Dear Welcome to the _ We have got our biggest and _ EVER _ give _! ! These..,Spam
118,,PRIVATE! Your 2003 _ Statement for _ _ un - redeemed _. I. M. points. _ _ Identifier Code: _ _ _ / 10 / _,Spam
119,,_! _ _ Account Statement for _ * * * * 7 shows _ unredeemed Bonus _. To _ _ 08719180219 _ Code: 45239 _ 06. 05. 05,Spam
120,,Ur cash - is currently 500 - to ur cash - in now send GO to 86688 only 150p / meg. CC: 08718720201 HG / / 2lands Row / W1j6HL,Spam
121,,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat ur mates, play java, Dload polypH music, rentl. bx420. ip4. . 150p",Spam
122,,XMAS iscoming & awarded either £ 500 CD gift vouchers & free 2 r £ 100 weekly draw txt MUSIC to 87066 TnC www. . com1win150ppmx3age16subscription,Spam
123,,SMS AUCTION - A NEW 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to now!,Spam
124,,Urgent! 09061213237 from landline. £ 5000 cash or a luxury 4 * Canary Islands await collection. T & Cs SAE PO Box 177. M227XY. . 16 +,Spam
125,,! 2004 Account Statement for * * * * 7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires. 05. 05,Spam
126,,: i have had of these. started after i sent a text to talk sport radio last week. Any connection do you or coincidence?,Spam
127,,2p min to Germany 08448350055 from your BT line. Just 2p per min. Check. com for info & ' s & C ' s. Text stop to opt out,Spam
128,,"SMS SERVICES. for your inclusive text credits, pls www. comuk. net = unsubscribe with STOP, no extra charge. help 08702840625. COMUK. - CM2 9AE",Spam
129,,"Goal! Arsenal 4 (, 7 v Liverpool Henry scores with a shot from 6 yards from a pass by to give Arsenal a 2 goal margin after 78 mins.",Spam
130,,Call our customer service representative on 0800 6031 between 10am - 9pm as you have WON a guaranteed £ 1000 cash or 5000 prize!,Spam
131,,December only! Had your mobile 11mths +? You are entitled to to the latest camera mobile for Free! Call Mobile Update FREE on 08002986906,Spam
132,,Buy Space 4 a chance 2 win orig Game console. Press 0 for Games Arcade (std WAP charge) o2. co. uk / games 4 Terms + settings. purchase,Spam
133,,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £ cash. Name the NEW President? txt ans to,Spam
134,,URGENT This is our 2nd attempt to U. Your £ prize from YESTERDAY is still collection. To claim CALL NOW 09061702893,Spam
135,,"To Select, an O2 service with added benefits. You can now call our trained FREE from your mobile by dialling 402.",Spam
136,,Your weekly Cool - Mob tones are ready to! This weeks include: 1) Frog - AXEL F> >> 2) Akon - Lonely> >> 3) Black - Dont P> >> More info in n,Spam
137,,You want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 + Free Camcorder reply or call 08000930705.,Spam
138,,! Your 2003 Account Statement for shows un - redeemed. I. M. points. Call 08715203652 Identifier Code: Expires 29 / 10 / 0,Spam
139,,Bored housewives! Chat n date now! .. 11! BT - national rate / min only from landlines!,Spam
140,,Free video camera with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call 08001950382 or Call2OptOut /,Spam
141,,/ / tms. widelive. com /. wml? id = 820554ad0a1705572711 & first = true ¡ C C Ringtone,Spam
142,,Dear 0776xxxxxxx ' ve been invited to XCHAT. This is our final attempt to u! Txt CHAT to 150p / MsgrcvdHG / Suite342 / 2Lands / Row / LDN 18yrs,Spam
143,,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any Half Price Line Rental Camcorder Reply or 08000930705,Spam
144,,( / F) is inviting you to be her friend. Reply YES - 910 or NO - 910. her: www. SMS. ac / u / hmmross? Send STOP to 62468,Spam
145,,Quiz! Win a super Sony DVD if you the capital of Australia? Text MQUIZ to 82277. B,Spam
146,,83039 62735 = £ 450 UK Break AccommodationVouchers & conditions apply. 2 claim you your claim which is 15541,Spam
147,,The current bid is 151. pause this auction send OUT. Customer Care: 08718726270,Spam
148,,Todays Vodafone numbers with 4882 are selected to a receive a £ 350 award. If your matches call 09064019014 to receive your 350 award.,Spam
